Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785226327,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785226328,5,POST,/api/predict,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,280.0,288.1873263346885,145.8321679965593,441.75056100357324,177.33333333333334
1785226328,5,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,280.0,288.1873263346885,145.8321679965593,441.75056100357324,177.33333333333334
1785226329,10,POST,/api/predict,0.000000,0.000000,470,630,630,1900,1900,1900,1900,1900,1900,1900,1900,7,0,440.0,613.1225937154211,145.8321679965593,1890.511666002567,176.85714285714286
1785226329,10,,Aggregated,0.000000,0.000000,470,630,630,1900,1900,1900,1900,1900,1900,1900,1900,7,0,440.0,613.1225937154211,145.8321679965593,1890.511666002567,176.85714285714286
1785226330,15,POST,/api/predict,2.000000,0.000000,630,790,1700,1700,1900,1900,1900,1900,1900,1900,1900,14,0,470.0,794.9660019990655,145.8321679965593,1890.511666002567,177.14285714285714
1785226330,15,GET,/api/status,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,43.84254600154236,43.84254600154236,43.84254600154236,43.84254600154236,427.0
1785226330,15,,Aggregated,2.000000,0.000000,510,790,1100,1700,1900,1900,1900,1900,1900,1900,1900,15,0,470.0,744.891104932564,43.84254600154236,1890.511666002567,193.8
1785226331,20,POST,/api/predict,2.000000,0.000000,510,790,910,1100,1900,1900,1900,1900,1900,1900,1900,19,0,500.0,730.173041419843,145.8321679965593,1890.511666002567,177.10526315789474
1785226331,20,GET,/api/status,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,2,0,44,709.219109499827,43.84254600154236,1374.5956729981117,427.0
1785226331,20,,Aggregated,2.000000,0.000000,510,790,1100,1400,1900,1900,1900,1900,1900,1900,1900,21,0,500.0,728.177428856032,43.84254600154236,1890.511666002567,200.9047619047619
1785226332,25,POST,/api/predict,4.333333,0.000000,730,1000,1200,1300,1900,4500,4800,4800,4800,4800,4800,35,0,650.0,1003.680879742855,145.8321679965593,4824.705164995976,176.74285714285713
1785226332,25,GET,/api/status,0.000000,0.000000,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,2,0,44,709.219109499827,43.84254600154236,1374.5956729981117,427.0
1785226332,25,,Aggregated,4.333333,0.000000,730,1100,1200,1400,1900,4500,4800,4800,4800,4800,4800,37,0,650.0,987.764027297286,43.84254600154236,4824.705164995976,190.27027027027026
1785226333,30,POST,/api/predict,4.750000,0.000000,730,970,1200,1300,3900,4300,4800,4800,4800,4800,4800,49,0,650.0,1099.5928259383488,145.8321679965593,4824.705164995976,176.6734693877551
1785226333,30,GET,/api/status,0.500000,0.000000,880,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,5,0,880.0,747.3892769980012,16.73612999729812,1417.8324120002799,427.2
1785226333,30,,Aggregated,5.250000,0.000000,790,970,1200,1400,1900,4300,4500,4800,4800,4800,4800,54,0,650.0,1066.98138622165,16.73612999729812,4824.705164995976,199.87037037037038
1785226334,35,POST,/api/predict,6.400000,0.000000,630,900,1100,1200,3900,4300,4500,4800,4800,4800,4800,60,0,600.0,1039.3657290495564,145.8321679965593,4824.705164995976,176.73333333333332
1785226334,35,GET,/api/status,0.400000,0.000000,1100,1400,1400,1400,1500,1500,1500,1500,1500,1500,1500,9,0,1100.0,962.406790664924,16.73612999729812,1471.3554100017063,427.44444444444446
1785226334,35,,Aggregated,6.800000,0.000000,650,970,1200,1400,1900,4200,4500,4800,4800,4800,4800,69,0,650.0,1029.327606651561,16.73612999729812,4824.705164995976,209.43478260869566
1785226335,40,POST,/api/predict,6.400000,0.000000,700,950,1100,1200,3900,4200,4500,4800,4800,4800,4800,68,0,650.0,1077.2439919258914,145.8321679965593,4824.705164995976,176.76470588235293
1785226335,40,GET,/api/status,0.400000,0.000000,1400,1400,1400,1400,1500,5900,5900,5900,5900,5900,5900,11,0,1400.0,1446.8064163626298,16.73612999729812,5901.40241800691,427.3636363636364
1785226335,40,,Aggregated,6.800000,0.000000,800,1000,1200,1400,3900,4300,4800,5900,5900,5900,5900,79,0,790.0,1128.7020510246778,16.73612999729812,5901.40241800691,211.65822784810126
1785226336,45,POST,/api/predict,8.428571,0.000000,790,980,1300,1500,3900,4300,4800,5100,5100,5100,5100,73,0,730.0,1174.8032464377889,145.8321679965593,5084.721252002055,176.6164383561644
1785226336,45,GET,/api/status,1.285714,0.000000,1400,1400,1500,1500,2400,5900,5900,5900,5900,5900,5900,12,0,1400.0,1528.7403188328124,16.73612999729812,5901.40241800691,427.3333333333333
1785226336,45,,Aggregated,9.714286,0.000000,900,1100,1400,1500,3900,4300,5100,5900,5900,5900,5900,85,0,880.0,1224.7708331288509,16.73612999729812,5901.40241800691,212.01176470588234
1785226337,50,POST,/api/predict,8.500000,0.000000,900,1200,1700,2000,3900,4300,5100,6000,6000,6000,6000,83,0,900.0,1329.3933962527535,145.8321679965593,6038.662182996632,176.80722891566265
1785226337,50,GET,/api/status,1.375000,0.000000,1400,1400,1500,1500,2400,5900,5900,5900,5900,5900,5900,12,0,1400.0,1528.7403188328124,16.73612999729812,5901.40241800691,427.3333333333333
1785226337,50,,Aggregated,9.875000,0.000000,940,1400,1700,2000,3900,4500,5900,6000,6000,6000,6000,95,0,930.0,1354.574060157603,16.73612999729812,6038.662182996632,208.45263157894738
1785226338,50,POST,/api/predict,8.000000,0.000000,970,1600,2000,2400,4000,4800,6000,6100,6100,6100,6100,90,0,930.0,1491.066913800023,145.8321679965593,6063.275106003857,176.76666666666668
1785226338,50,GET,/api/status,1.333333,0.000000,1400,1400,1500,1500,2400,5900,5900,5900,5900,5900,5900,12,0,1400.0,1528.7403188328124,16.73612999729812,5901.40241800691,427.3333333333333
1785226338,50,,Aggregated,9.333333,0.000000,1000,1500,2000,2400,4000,5100,6000,6100,6100,6100,6100,102,0,950.0,1495.4990790979982,16.73612999729812,6063.275106003857,206.2450980392157
1785226339,50,POST,/api/predict,8.000000,0.000000,1100,1800,2400,2600,4200,5100,6100,6700,6700,6700,6700,95,0,950.0,1578.9114583580829,145.8321679965593,6714.854321995517,176.78947368421052
1785226339,50,GET,/api/status,1.333333,0.000000,1400,1400,1500,2400,4200,5900,5900,5900,5900,5900,5900,13,0,1400.0,1734.5957149999986,16.73612999729812,5901.40241800691,427.38461538461536
1785226339,50,,Aggregated,9.333333,0.000000,1100,1600,2400,2600,4200,5900,6100,6700,6700,6700,6700,108,0,1000.0,1597.6512299909061,16.73612999729812,6714.854321995517,206.9537037037037
1785226340,50,POST,/api/predict,8.600000,0.000000,1300,2000,2500,3100,4500,5900,6700,8100,8100,8100,8100,102,0,1000.0,1720.4196109510924,145.8321679965593,8120.180828991579,176.80392156862746
1785226340,50,GET,/api/status,1.200000,0.000000,1400,1400,1500,2400,4200,5900,5900,5900,5900,5900,5900,13,0,1400.0,1734.5957149999986,16.73612999729812,5901.40241800691,427.38461538461536
1785226340,50,,Aggregated,9.800000,0.000000,1400,2000,2400,3100,4500,5900,6700,8100,8100,8100,8100,115,0,1100.0,1722.0221270609688,16.73612999729812,8120.180828991579,205.1304347826087
1785226341,50,POST,/api/predict,8.900000,0.000000,1800,2300,2900,4000,5100,6000,6700,8100,8100,8100,8100,107,0,1200.0,1802.4860581498165,145.8321679965593,8120.180828991579,176.9158878504673
1785226341,50,GET,/api/status,1.300000,0.000000,1400,1500,2800,2800,4200,5900,5900,5900,5900,5900,5900,16,0,1400.0,1768.9865089378145,16.73612999729812,5901.40241800691,427.25
1785226341,50,,Aggregated,10.200000,0.000000,1600,2300,2800,3900,5100,5900,6700,8100,8100,8100,8100,123,0,1200.0,1798.1283932116698,16.73612999729812,8120.180828991579,209.47967479674796
1785226342,50,POST,/api/predict,8.800000,0.000000,2100,2700,3900,4200,5900,6700,9300,9800,9800,9800,9800,113,0,1300.0,2031.123321354276,145.8321679965593,9846.837295001023,176.91150442477877
1785226342,50,GET,/api/status,1.300000,0.000000,1400,2400,2900,4200,5900,10000,10000,10000,10000,10000,10000,17,0,1400.0,2270.4656324118223,16.73612999729812,10294.13160799595,427.2352941176471
1785226342,50,,Aggregated,10.100000,0.000000,2000,2700,3800,4200,5900,6700,9800,10000,10000,10000,10000,130,0,1300.0,2062.421931261801,16.73612999729812,10294.13160799595,209.64615384615385
1785226343,50,POST,/api/predict,8.800000,0.000000,2400,3200,5600,5900,6700,9800,9900,10000,10000,10000,10000,119,0,1400.0,2240.769214479364,145.8321679965593,10213.525373008451,176.98319327731093
1785226343,50,GET,/api/status,1.300000,0.000000,2900,4200,5900,5900,10000,10000,10000,10000,10000,10000,10000,17,0,1400.0,2270.4656324118223,16.73612999729812,10294.13160799595,427.2352941176471
1785226343,50,,Aggregated,10.100000,0.000000,2400,3200,5600,5900,6700,9800,10000,10000,10000,10000,10000,136,0,1400.0,2244.4812667209217,16.73612999729812,10294.13160799595,208.26470588235293
1785226344,50,POST,/api/predict,8.600000,0.000000,2500,4600,5900,6100,8100,9900,10000,11000,11000,11000,11000,123,0,1500.0,2341.8310938378877,145.8321679965593,10675.424754997948,177.02439024390245
