Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785225936,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785225937,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785225938,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785225939,15,POST,/api/predict,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,7,0,2200.0,2210.6560688553145,1815.947066002991,2643.7321249977686,176.0
1785225939,15,,Aggregated,0.000000,0.000000,2200,2300,2500,2500,2600,2600,2600,2600,2600,2600,2600,7,0,2200.0,2210.6560688553145,1815.947066002991,2643.7321249977686,176.0
1785225940,20,POST,/api/predict,0.000000,0.000000,1800,2000,2100,2300,2500,2600,2600,2600,2600,2600,2600,15,0,1800.0,1879.9203979317099,1288.3121490012854,2643.7321249977686,176.06666666666666
1785225940,20,GET,/api/status,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,0,2400.0,2238.455686000331,1759.1867139999522,2534.934767987579,420.3333333333333
1785225940,20,,Aggregated,0.000000,0.000000,2000,2100,2300,2400,2500,2600,2600,2600,2600,2600,2600,18,0,1800.0,1939.67627927648,1288.3121490012854,2643.7321249977686,216.77777777777777
1785225941,25,POST,/api/predict,0.666667,0.000000,1500,1600,1800,2000,2300,2500,2600,2600,2600,2600,2600,23,0,1500.0,1665.5136902605275,1133.038697997108,2643.7321249977686,176.17391304347825
1785225941,25,GET,/api/status,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,8,0,1700.0,1854.0932292489742,1422.3792589909863,2534.934767987579,421.25
1785225941,25,,Aggregated,0.666667,0.000000,1600,1800,2100,2100,2400,2500,2600,2600,2600,2600,2600,31,0,1600.0,1714.179377741417,1133.038697997108,2643.7321249977686,239.41935483870967
1785225942,30,POST,/api/predict,2.250000,0.000000,1500,1600,1800,1900,2300,2500,2600,2600,2600,2600,2600,32,0,1500.0,1629.2619798118722,1133.038697997108,2643.7321249977686,176.40625
1785225942,30,GET,/api/status,0.000000,0.000000,1600,1700,1700,1800,1800,1800,1800,1800,1800,1800,1800,8,0,1700.0,1854.0932292489742,1422.3792589909863,2534.934767987579,421.25
1785225942,30,,Aggregated,2.250000,0.000000,1600,1800,1900,2100,2400,2500,2600,2600,2600,2600,2600,40,0,1600.0,1674.2282296992926,1133.038697997108,2643.7321249977686,225.375
1785225943,35,POST,/api/predict,3.400000,0.000000,1600,1900,2000,2100,2200,2500,2600,2600,2600,2600,2600,41,0,1700.0,1728.3451572921633,1133.038697997108,2643.7321249977686,176.2439024390244
1785225943,35,GET,/api/status,0.600000,0.000000,1600,1700,1700,1800,1800,1800,1800,1800,1800,1800,1800,8,0,1700.0,1854.0932292489742,1422.3792589909863,2534.934767987579,421.25
1785225943,35,,Aggregated,4.000000,0.000000,1700,2000,2100,2100,2300,2500,2600,2600,2600,2600,2600,49,0,1700.0,1748.8754547544997,1133.038697997108,2643.7321249977686,216.24489795918367
1785225944,40,POST,/api/predict,4.333333,0.000000,1900,2100,2300,2300,2600,2800,3000,3000,3000,3000,3000,50,0,1900.0,1881.86176660005,1133.038697997108,2982.531219997327,176.18
1785225944,40,GET,/api/status,1.333333,0.000000,1600,1700,1700,1800,1800,1800,1800,1800,1800,1800,1800,8,0,1700.0,1854.0932292489742,1422.3792589909863,2534.934767987579,421.25
1785225944,40,,Aggregated,5.666667,0.000000,1800,2100,2200,2300,2500,2800,2900,3000,3000,3000,3000,58,0,1800.0,1878.031623517143,1133.038697997108,2982.531219997327,209.98275862068965
1785225945,45,POST,/api/predict,5.000000,0.000000,2000,2300,2500,2800,3000,3100,3100,3200,3200,3200,3200,59,0,2000.0,2059.5040246945414,1133.038697997108,3178.5516799864126,176.11864406779662
1785225945,45,GET,/api/status,1.142857,0.000000,1700,1700,1800,1800,3500,3500,3500,3500,3500,3500,3500,9,0,1800.0,2032.98110277683,1422.3792589909863,3464.084090999677,421.3333333333333
1785225945,45,,Aggregated,6.142857,0.000000,2000,2300,2500,2700,3000,3100,3200,3500,3500,3500,3500,68,0,2000.0,2055.9936379701385,1133.038697997108,3464.084090999677,208.5735294117647
1785225946,50,POST,/api/predict,5.500000,0.000000,2100,2500,3000,3100,3300,3400,3400,3500,3500,3500,3500,67,0,2100.0,2212.57903161172,1133.038697997108,3460.914099996444,176.13432835820896
1785225946,50,GET,/api/status,1.000000,0.000000,1700,1800,3500,3500,3800,3800,3800,3800,3800,3800,3800,10,0,1800.0,2207.5166213980992,1422.3792589909863,3778.3362889895216,421.4
1785225946,50,,Aggregated,6.500000,0.000000,2100,2500,2900,3000,3400,3400,3500,3800,3800,3800,3800,77,0,2100.0,2211.921575739821,1133.038697997108,3778.3362889895216,207.98701298701297
1785225947,50,POST,/api/predict,5.777778,0.000000,2300,3000,3100,3200,3400,3500,3800,3900,3900,3900,3900,75,0,2200.0,2346.9032637864198,1133.038697997108,3884.7251510014758,175.97333333333333
1785225947,50,GET,/api/status,0.888889,0.000000,1800,3500,3600,3700,3800,3800,3800,3800,3800,3800,3800,12,0,1800.0,2442.7641934998974,1422.3792589909863,3778.3362889895216,421.5
1785225947,50,,Aggregated,6.666667,0.000000,2200,2900,3100,3200,3500,3600,3800,3900,3900,3900,3900,87,0,2200.0,2360.1254609882785,1133.038697997108,3884.7251510014758,209.83908045977012
1785225948,50,POST,/api/predict,6.100000,0.000000,2500,3100,3300,3400,3700,3900,3900,3900,3900,3900,3900,84,0,2400.0,2503.0806829757544,1133.038697997108,3946.4735479996307,176.0595238095238
1785225948,50,GET,/api/status,0.900000,0.000000,3500,3700,3800,3800,4000,4200,4200,4200,4200,4200,4200,14,0,2400.0,2679.9310782153043,1422.3792589909863,4199.231456004782,421.57142857142856
1785225948,50,,Aggregated,7.000000,0.000000,2500,3100,3400,3500,3800,3900,4000,4200,4200,4200,4200,98,0,2400.0,2528.345025152833,1133.038697997108,4199.231456004782,211.1326530612245
1785225949,50,POST,/api/predict,7.000000,0.000000,3000,3300,3500,3700,3900,4200,4300,4400,4400,4400,4400,92,0,2600.0,2653.016915586467,1133.038697997108,4367.7380830049515,176.06521739130434
1785225949,50,GET,/api/status,1.000000,0.000000,3500,3700,3800,3800,4000,4200,4200,4200,4200,4200,4200,14,0,2400.0,2679.9310782153043,1422.3792589909863,4199.231456004782,421.57142857142856
1785225949,50,,Aggregated,8.000000,0.000000,2900,3400,3600,3700,4000,4200,4300,4400,4400,4400,4400,106,0,2500.0,2656.5716163110305,1133.038697997108,4367.7380830049515,208.49056603773585
1785225950,50,POST,/api/predict,7.800000,0.000000,3200,3600,3900,4100,4300,4600,4800,4900,4900,4900,4900,102,0,3000.0,2834.3602154116024,1133.038697997108,4889.8643770080525,176.05882352941177
1785225950,50,GET,/api/status,1.200000,0.000000,3500,3700,3800,3800,4000,4200,4200,4200,4200,4200,4200,14,0,2400.0,2679.9310782153043,1422.3792589909863,4199.231456004782,421.57142857142856
1785225950,50,,Aggregated,9.000000,0.000000,3200,3600,3900,4000,4300,4600,4800,4900,4900,4900,4900,116,0,2900.0,2815.722216094808,1133.038697997108,4889.8643770080525,205.68965517241378
1785225951,50,POST,/api/predict,8.400000,0.000000,3400,3900,4200,4400,4800,4900,5000,5000,5000,5000,5000,111,0,3100.0,2999.085191008923,1133.038697997108,4988.818993995665,176.05405405405406
1785225951,50,GET,/api/status,1.400000,0.000000,3500,3700,3800,3800,4000,4200,4200,4200,4200,4200,4200,14,0,2400.0,2679.9310782153043,1422.3792589909863,4199.231456004782,421.57142857142856
1785225951,50,,Aggregated,9.800000,0.000000,3500,3900,4200,4300,4800,4900,5000,5000,5000,5000,5000,125,0,3100.0,2963.339930376038,1133.038697997108,4988.818993995665,203.552
1785225952,50,POST,/api/predict,8.600000,0.000000,3800,4200,4700,4800,4900,5000,5000,5200,5200,5200,5200,119,0,3200.0,3130.8637452350945,1133.038697997108,5248.501898997347,176.109243697479
1785225952,50,GET,/api/status,1.400000,0.000000,3600,3700,4000,4000,4200,5300,5300,5300,5300,5300,5300,15,0,2500.0,2852.6724840679285,1422.3792589909863,5271.052166004665,421.6666666666667
1785225952,50,,Aggregated,10.000000,0.000000,3800,4200,4600,4800,4900,5000,5200,5300,5300,5300,5300,134,0,3100.0,3099.7229324178743,1133.038697997108,5271.052166004665,203.59701492537314
1785225953,50,POST,/api/predict,8.700000,0.000000,4100,4600,4800,4900,5000,5200,5400,5400,5400,5400,5400,125,0,3300.0,3234.123124199803,1133.038697997108,5440.718686993932,176.184
1785225953,50,GET,/api/status,1.100000,0.000000,3800,4000,4200,4200,5300,5300,5300,5300,5300,5300,5300,15,0,2500.0,2852.6724840679285,1422.3792589909863,5271.052166004665,421.6666666666667
1785225953,50,,Aggregated,9.800000,0.000000,4000,4500,4800,4900,5000,5200,5400,5400,5400,5400,5400,140,0,3200.0,3193.253412757102,1133.038697997108,5440.718686993932,202.4857142857143
